text,emotion
Phoebe why do not you just call her ? You obviously want to .,neutral
You think you know me so well .,anger
"Well , do not cha wanna ?",neutral
Yeah .,neutral
"Okay , well I do know you .",neutral
That is what I said .,neutral
Well so ?,neutral
I can not .,sadness
I can not .,sadness
"She dumped me , I mean I totally trusted her and then one day it was Okay , bye Pheebs gone .",sadness
"You know what the saddest part is , when we were playing together , that was like the most fun I have ever had in like all my lives .",sadness
We are beginning to see a lot of layering of sheer fabrics and colours . For instance a sheer navy blouse over a pink ...,neutral
I am really glad we came . You are so pretty . I love you .,joy
"Smelly cat , smelly cat , what are they feeding you ? Smelly cat , smelly cat , it is not your fault .",neutral
"Wow , that is great .",joy
"Oh , yeah !",joy
"You know you could totally sell this . It would be perfect for like umm , a kitty litter campaign .",joy
"I ... , a jingle ? No , no ... no ... no , no .",neutral
What ? Why not ? You could make a ton of money .,surprise
"Okay , well if I was in this for the money , I would be a millionaire by now , you know .",neutral
You just got to get out of that jingle head sweetie .,neutral
"Aw , you are right , you are right . I am sorry .",joy
"That is okay . All right , I am gonna play song that is really , really sad . It is called Magician Box Mix Up .",joy
"Problem odour in the litter box ? Do not change your kitty , change your kitty litter .",neutral
"Sorry , Pheebs .",sadness
Yeah . You okay ?,neutral
Come on Chloe ! Finish up with your customer first . Come on Chloe ! Come on Chloe ! !,joy
Can I help you ?,neutral
Uh ... oh .,fear
"Uh , you know what , we are having second thoughts about our copying needs . And we will need a little more time to think about it .",neutral
"Chloe , switch with me , there is some guys here that got a crush on you .",neutral
"Okay , that hurt us .",sadness
Hi guys . I have not seen you since this morning .,neutral
"Well ah , ... you know .",neutral
"Hey , what are you guys doing tomorrow night ?",neutral
Both of us ?,surprise
Maybe . Does that scare you ?,neutral
Relax . It is just Issac D . J . ... ing at the Philly . You should come .,neutral
We will be there .,joy
"Great . I will ah , see you then .",joy
"All right , rock on .",joy
"Okay , that is a fire . Oh yeah . Oh yeah .",neutral
"Excuse me , I am sorry , I am gonna have to call you back , I have got a Schemp in my office .",neutral
What are you doing ?,anger
I am sorry .,sadness
"But ah , hey , oh , somebody off the phone , how bout a glass of wine by the fire , I could get it going again .",neutral
"Ross you are not listening to me , I do not have time to stop .",anger
"Come on Rach , you do not have what , ten minutes ?",neutral
I do not have ten minutes ! !,anger
"What ? Sophie , does she have ten minutes ?",neutral
"Hey , Ross ! ! ! I told you I do not !",anger
"Do not yell at me okay , this is the most I have seen you all week .",anger
"Look , I cannot do this right now , okay , I have got a deadline , would you just go home , I will talk to you later .",neutral
"Yeah , but wait ...",neutral
Good bye !,neutral
"Actually , that is our three hole punch .",neutral
Hey .,neutral
"Hi . Look um , about what happened earlier ...",sadness
"No , hey , well , I ... I completely understand . You were , you were stressed .",neutral
I was gonna give you a chance to apologise to me .,disgust
For what ? For letting you throw me out of your office ?,anger
You had no right coming down to my office Ross .,anger
"Yeah , well excuse me for wanting to be with my girlfriend on our anniversary , boy what an ass am I .",anger
"But I told you , I did not have the time !",anger
"Yeah , well you never have the time . I mean , I do not feel like I even have a girlfriend anymore , Rachel .",anger
"Wh , Ross what do you want from me ?",anger
"You want me , you want me to quit my job so you can feel like you have a girlfriend ?",anger
Ross do you realise this is the first time in my life I am doing something I actually care about .,anger
This is the first time in my life I am doing something that I am actually good at .,anger
I mean .,neutral
if you do not get that ...,anger
"No , hey , I get that , okay , I get that big time .",anger
"And I am happy for you , but I am tired of having a relationship with your answering machine !",anger
"Okay , I do not know what to do anymore .",sadness
Well neither do I !,anger
"Oh , and I can also speak a little French . Voulez ... vous coucher avec moi ce soir ? Why ? What did I say ?",joy
"Well , you just asked if I wanted to go to bed with you tonight .",neutral
Oh my God ! No wonder I get such great service at Cafe Maurice .,surprise
"Knock , knock , knock , knock , hi .",neutral
"Um , could you please tell Sergei that um , I was fascinated by what Boutros Boutros Gali said in the New York Times .",neutral
You did not say Boutros Boutros Gali .,neutral
Boutros Boutros Gali .,neutral
He says he was too .,neutral
Interesting .,neutral
So I was wondering ...,neutral
"Okay , ah , before you get all talky again , umm , could you also please tell Sergei that I really like his suit .",joy
"Eh , he said , thank you very much , he thinks you look very pretty tonight , your hair , golden like the sun .",joy
So you are a chef ?,neutral
I am also thinking about opening up my own restaurant .,joy
"Oh , really .",surprise
"Monica , can I talk to you behind my menu , please . What are you doing ?",neutral
"Well , I was having a conversation .",neutral
"Yeah but , Mischa is so interested in you , that Sergei and I have not been able to say two words to each other .",anger
What do you want me to do ? Just sit here silently while you three have a conversation ?,surprise
That would be great . Thank you .,joy
So what are you gonna do ?,neutral
"What can I do ? One person wants to break ... up , you break ... up .",sadness
"Hey , no way ! Come on , this is you guys , call her and work it out .",sadness
"Oh come on , we just had this huge fight , all right , do not I have to wait a while ?",sadness
"Hey , this is not like swimming after you eat , pick up the phone ! !",anger
You know that whole swimming thing is a myth .,neutral
"Yeah , tell that to my Uncle Lenny .",neutral
Why ? What happened to him ?,neutral
"Nothing , he is just really believes in that .",neutral
"Wow , I have the spirit of an old Indian women living in mine .",neutral
So then you know ?,neutral
"The mailman was downstairs , so I brought up your mail .",neutral
"Oh , good . Thanks .",joy
Now what is Fabutec ?,neutral
"Okay , all right do not judge me to much .",fear
Okay ?,neutral
"Um , but I saw this info ... mercial , and um , I swear to you I have never ... ever bought anything on TV before , except for this mop .",neutral
"But there was this stuff on leg waxing , it just , it looked so amazing ...",joy
"Oh , it is incredible ! I so want to be a Waxine girl .",joy
I know ! !,joy
God . Do you think it really does not hurt ? How can they do that ?,fear
Hello ! Organic substances recently discovered in the depths of the rain forest !,joy
They have the best stuff in there .,neutral
"After applying the Waxine and linen strips to leg number one ,",neutral
Did that !,joy
Grasp one of the linen strips by its easy grab tab and pull it off in one quick pain free motion .,neutral
Okay . Ow ! ! ! ! ! Ow ... oh ... oh !,surprise
Was it not pain ... free ?,surprise
"No . It was painful . Oh my God , they should call it Pain ... zine , now with a little wax .",disgust
"Huh , well , the girls in the satin nighties on the commercial do not seem to think it is that bad .",neutral
That is because their nerves are probably deadened from being so stupid .,anger
"But hey , you know if you do not believe me , please , by my guest .",neutral
Ow ... ow ... ow ... ow ! Oh my God ! ! !,surprise
Chloe ? Hi ...,neutral
Is this about me taking your watch ?,fear
You took my watch ?,surprise
"I am sorry , I do that .",sadness
"Just you keep it , listen did you , did you tell anyone about us ?",fear
"Oh no . I feel it is not really anybody business , you know .",neutral
"Look , look , there is got to be a way we can work past this .",sadness
"Okay , I can not imagine , I can not imagine my life without you .",fear
"Without , without these arms , and your face , and this heart .",sadness
"Your good heart Rach , and , and ...",sadness
No .,sadness
"I can not , you are a totally different person to me now .",sadness
"I used to think of you as somebody that would never , ever hurt me , ever .",sadness
"God , and now I just can not stop picturing with her , I can not , it does not matter what you say , or what you do , Ross .",sadness
"It is just changed , everything .",sadness
Forever .,sadness
"Yeah , but this can not be it , I mean .",sadness
Then how come it is ?,sadness
Let get the show on it !,joy
"Okay , let me just get a cup of coffee .",neutral
"Oh Rachel , I know the best coffee house and it is sooo close .",neutral
Closer than here ?,neutral
"Oh , hey , look , I found coffee ! Okay , let skedaddle .",joy
"Wait , I am not just gonna drink somebody old coffee .",disgust
"Okay , your highness .",neutral
"Um , Rachel I am really sorry . That is okay , do you wanna get back together ? Yeah , okay . Did anyone else hear that ? !",surprise
Why ? Do you think he is still mad at us ?,surprise
Well he is probably mad after you called him this morning to borrow his goggles .,disgust
What ? Mine are not tinted .,surprise
"Umm , candles , champagne , yeah anniversaries are great .",joy
"Cause you know love lasts forever , you know .",joy
"Nothing like it in this lifetime , money in the bank , so Rachel and I broke up .",sadness
"Oh God , Ross I am so sorry .",sadness
"You know what , I want to talk to you about this so much , but we should probably do it when we could really get into it , are you free for dinner tomorrow night ?",neutral
